ds,yhat,yhat_lower,yhat_upper
2025-01-12,227.65736798446693,217.16154285116008,238.640727568778
2025-01-13,231.02075157856405,220.84734625741083,240.77865202244564
2025-01-14,231.0457843550046,221.1263281723748,241.1390334304668
2025-01-15,231.07689399605283,221.47552675963465,240.9150908713363
2025-01-16,231.17144312248956,220.53450015967508,240.38165903525035
2025-01-17,231.33084823585736,221.20590406888346,240.63010460415484
2025-01-18,228.35319742506599,219.34022356137476,238.05528926816163
2025-01-19,228.56167446664853,218.20814435794418,239.13408415689003
2025-01-20,232.1106797438201,221.96293719424312,241.81847830189074
2025-01-21,232.31177759367745,222.33344430547606,242.16517234354095
2025-01-22,232.50692327465632,222.97828360359833,242.3308238667836
2025-01-23,232.7511931273915,223.80838261921613,242.98113779782432
2025-01-24,233.04393514041405,223.42006566066485,242.76797766523336
2025-01-25,230.1814144346573,220.55755658987806,240.1305089291667
2025-01-26,230.48526097833144,220.73818913228342,239.99939353182688
2025-01-27,234.10860972129043,224.23193319746395,243.72801916975013
2025-01-28,234.36206260230657,224.00064845207876,244.3380471103734
2025-01-29,234.58692554363958,225.20786282342382,244.49321090126116
2025-01-30,234.83794400185678,225.75628347612965,244.4333543730548
2025-01-31,235.11445435100754,225.1933061361304,244.45405364369245
2025-02-01,232.2130257392144,221.77084508912708,242.05639986395698
2025-02-02,232.4558999134767,223.08085617040817,242.88726576664283
2025-02-03,235.99711943342265,226.01900001370242,245.15247073570205
2025-02-04,236.14847400125808,225.8505599498507,245.72668269389004
2025-02-05,236.25271832998266,226.83175530867152,245.69525615152818
2025-02-06,236.3662854547184,227.00717228451416,246.24246400349324
2025-02-07,236.49041312011485,226.8208750862018,245.91884205687813
2025-02-08,233.42375825760558,223.9813243261165,243.9639915918019
2025-02-09,233.4908074303376,223.91979897015983,243.8139136030542
2025-02-10,236.8479740557275,227.3855269240947,247.28503224277776
2025-02-11,236.80951252467767,226.86421538551318,247.00317463481488
2025-02-12,236.7207030308076,227.07236185742335,246.38430788378383
2025-02-13,236.64053140295377,227.66835582708492,246.57999438845874
2025-02-14,236.57278195798162,227.28408573403854,246.27603290539284
2025-02-15,233.3186187655156,223.07861896518372,243.9134553692856
2025-02-16,233.2049635732456,223.66941880075214,242.58012981598827
2025-02-17,236.39056156539928,226.01038150142892,246.33566130402372
2025-02-18,236.19186542671082,226.43011247050586,245.73008440875626
2025-02-19,235.9561918682572,226.01046564520064,245.6225889705517
2025-02-20,235.7443752390101,226.6452881015807,244.80151965041614
2025-02-21,235.5618365570893,225.89639685101122,245.5907300379988
2025-02-22,232.21114365254638,222.4265891202525,241.8504527258386
2025-02-23,232.02037095125465,222.0222437784856,241.895274462674
2025-02-24,235.14915033030584,225.61177075602168,245.29669745256004
2025-02-25,234.9145437482601,224.31790854506724,243.95554572199526
2025-02-26,234.66419200602465,224.79398194538678,243.3479204888683
2025-02-27,234.45896442547897,224.5672344487561,244.31994528823384
2025-02-28,234.3040279018559,224.21879876315919,243.47194537797128
2025-03-01,231.00141109739968,221.56510496140012,240.90278048239497
2025-03-02,230.87837233066088,221.0015159861343,240.51168258783315
2025-03-03,234.093462560762,224.15614769115308,244.5401704937708
2025-03-04,233.9624140798694,223.75080292398468,243.54587862848476
2025-03-05,233.83130911644648,224.18970421333802,244.1262780986244
2025-03-06,233.7592529194194,223.71280950282323,242.9482706833617
2025-03-07,233.74946949621255,224.43517115967302,244.2879109717196
2025-03-08,230.60189542497227,220.45573446971358,239.88477760395605
2025-03-09,230.6415798852074,219.91665341181005,240.85800096856798
2025-03-10,234.02478183735218,224.3661540526812,244.0387356735849
2025-03-11,234.0648944423811,224.26290015507232,244.13468858471185
2025-03-12,234.10565035541896,224.38101336220333,243.6157619588936
2025-03-13,234.2038318576591,224.9519010541941,243.81845851274988
2025-03-14,234.36040336624112,224.1889618875649,244.29955006177144
2025-03-15,231.37314109348262,221.31873097607246,241.20746897222492
2025-03-16,231.5650673476636,221.28890480963184,241.70312684022025
2025-03-17,235.09057976464834,225.85828507469134,245.13749435019474
2025-03-18,235.2614049441617,225.2325609019511,245.0711600088024
2025-03-19,235.4198295469658,226.58662374341566,245.62424376395597
2025-03-20,235.62143229151008,225.97790666214547,245.45801160179815
2025-03-21,235.86623393077863,225.93090309304165,246.38329703637953
2025-03-22,232.95133960013928,222.65007227032538,242.57374581004495
2025-03-23,233.19938073776518,223.85505098687509,243.4695507929665
2025-03-24,236.7646466753098,227.63114283154778,246.61121902310293
2025-03-25,236.95903528776793,226.74400940296837,246.24388369536254
2025-03-26,237.12527578513755,227.6565326739165,246.82811693562155
2025-03-27,237.31964722509696,227.44896885589324,247.02794208161754
2025-03-28,237.5431100816257,228.18576509292959,248.40415077120318
2025-03-29,234.59392562532835,225.26677680139397,244.54585671733778
2025-03-30,234.79607078660771,224.96883089182703,243.89854088221827
2025-03-31,238.30533916521034,229.00113432810423,247.812311658675
2025-04-01,238.43525822556273,228.8499863091017,247.53336504048238
2025-04-02,238.53027648176496,228.20764828258928,248.1307686624228
2025-04-03,238.64844502840572,228.86783736617332,248.73578017031218
2025-04-04,238.79251156591485,229.16235995406444,248.15680911858436
2025-04-05,235.76250250901228,226.14109668099618,245.43927901162905
2025-04-06,235.88410168060707,225.5513710068823,245.4182940024397
2025-04-07,239.31471706446285,229.82322083109455,249.23023905208376
2025-04-08,239.3693664239778,229.85047767932053,249.22365534425953
2025-04-09,239.39383629839915,229.90983439047525,248.55845427061294
2025-04-10,239.44733936024696,229.12433236622363,249.56439036633824
2025-04-11,239.53358881550005,229.82405487477308,249.7665485855375
2025-04-12,236.45336585771227,225.97563754777633,246.69458120390792
2025-04-13,236.53288898032085,227.2196041371865,247.4334787786749
2025-04-14,239.92987679199877,228.5668697626973,249.7407942075951
2025-04-15,239.95943517974712,229.54834220595893,250.21593858089832
