Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
27,2007-11-14,50.31895446777344,52.59877704711452,50.05840066538537,51.88225961234602,36738579
28,2007-11-15,51.165771484375,52.061416504798615,50.204986877307775,51.26347644689931,29242252
29,2007-11-16,50.807498931884766,51.96369315312966,50.22125606204121,50.937773652703356,18895294
30,2007-11-19,52.647640228271484,54.55292179829038,51.57286827464024,51.96369243166985,40716718
31,2007-11-20,51.83341598510742,53.90154198932018,51.19832067712156,52.43594151006638,26342171
32,2007-11-21,47.79487609863281,52.45222723593127,46.63867744745735,52.14282532282457,26814499
33,2007-11-22,46.150146484375,49.211626922319226,44.14715981897463,47.29005809756353,34096185
34,2007-11-23,49.21162033081055,49.50473953716712,46.44325950928402,49.179050548451016,27664090
35,2007-11-26,49.602447509765625,51.03547826454066,49.211623349794195,51.03547826454066,20159123
36,2007-11-27,48.38111114501953,50.44923712335058,47.87629497545888,50.44923712335058,20573198
37,2007-11-28,47.66460418701172,49.66759546255733,47.33891512333804,49.4396113510095,16435311
38,2007-11-29,46.378143310546875,49.113931050024675,45.77561755176248,48.853381519575905,25530967
39,2007-11-30,48.1694221496582,48.462541406824236,46.57354671180725,47.224924802149715,18437721
40,2007-12-03,48.85335159301758,49.4558769827073,48.38110088874864,48.755642265872936,16851227
41,2007-12-04,48.218265533447266,49.5861610322842,47.86000676780525,49.17904980256363,14008727
42,2007-12-05,50.13982391357422,50.318955484605674,48.20197733243819,48.29968224940876,27725290
43,2007-12-06,49.21162033081055,51.996259417357415,48.576525035838294,51.23088941038664,24104710
44,2007-12-07,48.99991989135742,50.22125362240184,48.12056225546926,49.521023166757644,11742386
45,2007-12-10,49.04877853393555,49.651299662244845,48.41368320403563,49.472172475575576,8330010
46,2007-12-11,48.82080078125,49.765298139229614,48.57653399466352,49.488461564276854,11685950
47,2007-12-12,48.7882080078125,49.22788890001405,47.87628086782574,48.20196976316935,16342131
48,2007-12-13,47.97400665283203,49.50474689426293,47.79487944939322,48.85336882002685,14620172
49,2007-12-14,47.50175094604492,48.25083830561857,47.25748419307435,47.811157266783574,10991851
50,2007-12-17,44.63569641113281,48.039148798134406,43.96803119884534,47.778594904031785,19355678
51,2007-12-18,44.440277099609375,45.92216036425504,43.05609877336935,44.13087076559148,21607783
52,2007-12-19,43.626041412353516,46.264122546420246,43.251500038043005,45.87329407565529,19526912
53,2007-12-20,43.18637466430664,44.55427034359749,42.99096036477364,44.19601153069368,17105204
54,2007-12-24,44.50541687011719,45.20564737834351,43.47949292504881,43.83775172987903,16711519
55,2007-12-26,45.85702896118164,46.41070210393139,44.74968709312253,44.74968709312253,20930094
56,2007-12-27,46.18272018432617,47.452906634589986,45.79189154542626,46.8015285147172,44565277
57,2007-12-28,46.54096603393555,46.736380298802445,45.59646448998542,46.084997943432995,18354518
58,2007-12-31,46.88296127319336,47.15979791958986,46.313005290735326,46.899248380299966,11982308
59,2008-01-01,47.74602127075195,48.185702342478166,46.68753192869706,47.127213000423275,16687746
60,2008-01-02,47.48546600341797,48.10427419801196,46.78523556170794,47.74601542721345,13437280
61,2008-01-03,49.43959426879883,49.63500852297225,46.622385724902564,47.19234138940224,31815218
62,2008-01-04,49.179054260253906,50.80749932674179,48.85336524695633,50.15612130014664,28011310
63,2008-01-07,48.77193832397461,49.89556266180614,48.2508350691034,48.86964325163317,15858063
64,2008-01-08,47.11091613769531,49.50473065893744,46.540960509658554,48.820783021805575,13282666
65,2008-01-09,46.36184310913086,47.371479984971295,46.24785106521594,47.159782999095114,13113527
66,2008-01-10,45.25449752807617,47.876296650336215,44.94509120852803,46.57354063950583,18023003
67,2008-01-11,45.93843460083008,46.37811553540547,44.13085840700655,45.873295048508254,11629440
68,2008-01-14,46.638668060302734,47.127201483401016,45.28705980655199,46.0198599411994,10264240
69,2008-01-15,45.2219123840332,47.58315685163205,44.84737104162588,47.38774705033314,11558334
70,2008-01-16,44.29370880126953,45.27077571229285,43.170084504056334,44.89623427988845,14834065
71,2008-01-17,45.482479095458984,46.492115831811546,43.51205808698521,44.45655525940293,16169395
72,2008-01-18,43.36549758911133,45.15678687721908,42.990951749464664,45.107929999046554,13254156
73,2008-01-21,35.988643646240234,42.990957206821705,31.347573147367488,42.990957206821705,33202389
74,2008-01-22,32.37348556518555,34.19734434240825,25.713145596981438,32.438622905360795,58755707
75,2008-01-23,35.988643646240234,37.37282190821564,32.894598119471674,32.894598119471674,28425991
76,2008-01-24,36.0700569152832,38.626715834266975,34.3601900762572,37.92648553605835,29911930
77,2008-01-25,37.9265022277832,38.105629446588466,36.395761855037506,37.77994038153114,12550722
78,2008-01-28,38.3336067199707,38.626725942738496,34.36019906819439,37.40539216667281,13601109
79,2008-01-29,37.69850158691406,38.98497459683163,37.12854597295239,38.43130166200765,7679877
80,2008-01-30,35.614105224609375,37.94278091057377,35.141854363128964,37.77993639522744,9016102
81,2008-01-31,33.285423278808594,36.08634948535709,32.89459693128829,35.988642346297055,41538563
82,2008-02-01,34.441627502441406,34.68589430150212,33.54598257255214,33.85538674295164,9089201
83,2008-02-04,36.21661376953125,36.64000977772579,35.09298751569439,35.09298751569439,12009385
84,2008-02-05,37.340248107910156,37.828781559587256,35.5001063234143,36.281758962609786,14593303
85,2008-02-06,37.01457214355469,37.45425328801443,34.946447796809636,36.31434150031039,12429218
86,2008-02-07,35.27212905883789,37.76365131051435,35.04414719358696,36.5097477385543,11300078
87,2008-02-08,34.360198974609375,35.79322971780207,33.72510364580904,35.50011049583263,13514197
88,2008-02-11,31.933813095092773,34.848731373474514,31.591839207876607,34.848731373474514,15133331
89,2008-02-12,31.363853454589844,33.10629024844919,31.10330184867823,32.89459331105077,10237627
90,2008-02-13,30.90789031982422,32.32463597354594,30.272797288244167,31.91752477269723,10395753
91,2008-02-14,33.611106872558594,33.95308069999431,31.591833685307506,31.591833685307506,12514003
92,2008-02-15,34.571895599365234,34.84873213523923,32.58519179875397,33.48083655647349,12080990
93,2008-02-18,34.37648391723633,35.35355320836281,34.08336467600244,35.35355320836281,6977153
94,2008-02-19,34.00194549560547,35.0767198252413,33.74139380831189,34.99529756100707,7226542
95,2008-02-20,33.1551399230957,33.692527979280875,32.78059853955524,33.676243091144464,5604999
96,2008-02-21,33.38312530517578,33.95308095222965,32.976014128708734,33.69252935754684,3874365
97,2008-02-22,32.95974349975586,33.17144051962046,31.933821565967786,32.275795543897146,2691220
98,2008-02-25,33.236568450927734,33.64367968785846,32.43863086828748,33.350560480756265,6270186
99,2008-02-26,33.366844177246094,33.83909275343247,33.203999688304606,33.54597355682568,7139423
100,2008-02-27,35.320980072021484,37.06341487848196,33.8553795874204,33.8553795874204,43223132
101,2008-02-28,36.31433868408203,36.59117526597212,35.174426984779764,35.66296057019502,35763847
102,2008-02-29,35.793235778808594,36.802872752060026,35.20699723559969,36.08635725913335,16477462
103,2008-03-03,34.295066833496094,35.434980810303564,33.904240383324606,34.22992945992091,10049153
104,2008-03-04,33.415687561035156,34.6533057824601,32.568897773853244,34.52303111019185,11485198
105,2008-03-05,34.034515380859375,34.1973599097875,32.601482201059696,33.57854937462845,8581053
106,2008-03-07,32.29207229614258,33.545975829426716,30.940461621130346,33.545975829426716,14251925
107,2008-03-10,32.177494049072266,32.40663135546325,30.328025951878036,32.34116387076783,11713659
108,2008-03-11,34.82893753051758,35.15627709385244,31.16273486514985,31.91561408488924,19665129
109,2008-03-12,33.94514465332031,36.00738577397788,33.617804863371965,35.77824836499704,12262350
110,2008-03-13,29.280542373657227,33.38865827155794,28.47856055283466,33.06131857163735,47000084
111,2008-03-14,31.293685913085938,31.424620917862242,29.493317387881238,30.09889455986495,35798540
112,2008-03-17,30.066162109375,30.704474146559704,29.427850072190296,30.704474146559704,19211273
113,2008-03-18,30.32803726196289,30.91724928378164,29.526053060643417,30.017062708839898,12632937
114,2008-03-19,30.508060455322266,33.9778590311882,30.311655798989886,31.751949212381206,16449023
115,2008-03-24,30.802682876586914,31.653767248666412,30.131635839360587,31.653767248666412,11636914
116,2008-03-25,31.964723587036133,32.16112603754762,31.031804732386096,31.604649097894086,13232423
117,2008-03-26,31.768333435058594,32.53758282254677,31.424626214693344,31.751966001724053,11448313
118,2008-03-27,32.341163635253906,32.65213807014213,31.293677228013095,31.293677228013095,17425122
119,2008-03-28,32.40663146972656,32.65213842304958,31.555549725857215,32.48846638086289,11599511
120,2008-03-31,32.177494049072266,32.55393597092048,31.751952068681,32.40663135546325,9914705
121,2008-04-01,32.24296569824219,32.70124259012884,31.833791091154634,32.40663554107721,6034588
122,2008-04-02,32.7667121887207,33.71599867010928,32.406637623381165,32.406637623381165,6087024
123,2008-04-03,32.50484848022461,32.99585816869132,32.24297620239268,32.84855570613431,3883474
124,2008-04-04,32.341163635253906,32.7176055543608,31.719219205305492,32.7176055543608,5906537
125,2008-04-07,32.210243225097656,32.53758301405501,31.83380113584769,32.39028055300721,4088729
126,2008-04-08,31.39189338684082,32.22661028293669,31.162755981224205,32.16114054997623,5753811
127,2008-04-09,31.473722457885742,31.751959891368763,31.113647873478804,31.49008988807053,3776374
128,2008-04-10,32.09566879272461,32.324806168040986,31.310054300235677,31.42462187793652,7075297
129,2008-04-11,32.24296569824219,32.570305383912235,31.915626012572147,32.40663554107721,4012660
130,2008-04-15,32.733985900878906,32.897655785985,31.490094330089594,32.04657149546734,6362785
131,2008-04-16,32.29207229614258,33.290458914768905,32.1611350724373,33.061321548177936,4725794
132,2008-04-17,33.53595733642578,34.30520422230808,32.4230011361263,32.78307565797023,14831167
133,2008-04-21,34.0760612487793,34.66527299595063,33.715989006556796,34.043328619439336,7639361
134,2008-04-22,34.63255310058594,35.0253625815861,33.71600356469164,34.043343318915255,8814769
135,2008-04-23,34.665287017822266,35.074461699433805,34.20701226238324,34.69802188031708,5265604
136,2008-04-24,33.43777084350586,35.09083739029503,33.14316589136789,35.02536986981051,8801780
137,2008-04-25,33.71600341796875,34.19064561554452,33.25772643210111,34.04334317076787,4095990
138,2008-04-28,33.8469352722168,34.501614716714364,33.71600027128311,33.74873291155925,4708244
139,2008-04-29,34.32158279418945,34.6489225676418,33.87967543197773,34.0433453187039,6497143
140,2008-04-30,34.55072021484375,34.992629797267384,34.37068511525589,34.665290023595034,6331377
141,2008-05-02,34.8616943359375,35.84371364456504,34.796224606097084,35.07446429817418,5658418
142,2008-05-05,34.698020935058594,35.51637027598784,34.46888134366668,35.31996554619896,7642293
143,2008-05-06,34.403411865234375,35.090826160115526,34.20700936663585,34.41977929509622,5061166
144,2008-05-07,33.91240692138672,34.59982131017041,33.388664633664945,34.370683920547464,4303106
145,2008-05-08,33.50322723388672,33.846934377141594,33.30682473768001,33.65052966102038,3642073
146,2008-05-09,33.306827545166016,34.17427697133866,32.79945050234734,33.061322739277756,8621761
147,2008-05-12,33.306827545166016,33.552332351054275,32.570310907586546,33.306827545166016,4890395
148,2008-05-13,33.405029296875,33.65053411456105,33.12679183544637,33.454131592361094,5056766
149,2008-05-14,33.45412826538086,33.63416555776239,32.733981315769334,32.733981315769334,2982486
150,2008-05-15,33.470497131347656,33.846936942545035,32.733982719941295,32.733982719941295,2646760
151,2008-05-16,33.73237228393555,33.83057466439659,33.323197548610366,33.71600707045455,4422288
152,2008-05-20,33.66690444946289,33.797841695468286,33.32319723108184,33.38866696404204,3464912
153,2008-05-21,33.879661560058594,34.370671019194866,32.89764264178606,32.89764264178606,3419088
154,2008-05-22,33.421382904052734,33.58505271480859,33.061310652338186,33.061310652338186,3558000
155,2008-05-23,32.86491394042969,33.68326319214128,32.733978948121596,33.22498849914856,4417028
156,2008-05-26,32.61941146850586,32.81581619075255,31.09728042088042,31.09728042088042,2605807
157,2008-05-27,31.63739585876465,33.028589841538086,31.49009341045395,32.668515216854324,3316550
158,2008-05-28,32.799442291259766,32.995844754853714,31.195476629048095,31.751953605768822,4505700
159,2008-05-29,33.33956527709961,33.71600736887972,32.37391333716808,33.14316273435415,11026212
160,2008-05-30,32.27570343017578,33.552329649970524,32.144768432208664,33.42139243208889,4023430
161,2008-06-02,30.900876998901367,32.73398028559991,30.442600067269474,32.079298637566566,4431595
162,2008-06-03,29.75518798828125,30.769939769527547,29.47694834347165,30.442600055593672,6240766
163,2008-06-04,28.838640213012695,29.935227069812537,28.65860290222024,29.62425474385183,5762089
164,2008-06-05,28.789535522460938,29.00230767930289,27.82388376115944,28.805902952974108,9721099
165,2008-06-06,28.478557586669922,29.673348698886077,28.069383004386484,28.6422274195833,6317089
166,2008-06-09,28.085750579833984,28.773164769662458,26.841859399147037,28.15121806936189,6500809
167,2008-06-10,27.889362335205078,28.11850201352726,27.251050051102364,27.82389480707681,6717902
168,2008-06-11,28.020296096801758,28.47857095613387,27.823891317136436,28.15123113663515,2586175
169,2008-06-12,28.216690063476562,28.380359923382105,26.8418636842529,27.66021298378062,3244212
170,2008-06-13,28.036657333374023,28.445832017286474,27.74205022900822,28.167592344260115,4248430
171,2008-06-16,29.0186824798584,29.460589896460004,28.183965510835122,28.28216789894054,4354615
172,2008-06-17,29.88612174987793,30.11525909617222,28.51129545219775,29.42784705728934,4736084
173,2008-06-18,29.853384017944336,30.508065575625746,29.787916528150458,29.787916528150458,5055019
174,2008-06-19,29.215078353881836,29.78792289690415,28.740436176503433,29.264180646661128,4221271
175,2008-06-20,28.544017791748047,29.575138807920624,28.167578160076012,29.460569066152466,3837789
176,2008-06-23,27.545644760131836,28.413096398903424,27.267407314420502,28.31489403339338,4516050
177,2008-06-24,26.69455909729004,27.954817804694432,26.416319469967707,27.545640968079205,5238203
178,2008-06-25,25.958044052124023,26.498153642908076,25.368832176777772,26.187181387004703,3933879
179,2008-06-26,27.431076049804688,28.60949994738724,26.105349720002966,26.105349720002966,18253250
180,2008-06-27,26.219924926757812,27.103744217261728,26.07262245164557,26.51453209689753,6821283
181,2008-06-30,25.69617462158203,26.44905641986084,24.95966025324908,26.203551630416523,4596315
182,2008-07-01,23.879438400268555,25.69617426061909,22.962886755235314,25.69617426061909,6202295
183,2008-07-02,24.926925659179688,25.18879788136249,23.12655718405546,23.89580642048346,5245963
184,2008-07-03,24.272245407104492,24.926924830848975,23.568465914544966,24.714154906097818,4726793
185,2008-07-04,24.599584579467773,25.07422670728995,23.732135249996706,23.895805102343278,4862814
186,2008-07-07,25.139699935913086,26.154454139784153,24.926929967318323,24.926929967318323,5528014
187,2008-07-08,25.8762149810791,26.51452706537996,23.24112726452249,23.24112726452249,8354280
188,2008-07-09,27.676576614379883,27.791144168637476,26.21991328525616,26.21991328525616,6860769
189,2008-07-10,28.887737274169922,29.231444428012868,26.90733150194589,27.676580740550833,7216175
190,2008-07-11,27.512910842895508,29.526049252917645,27.300138690834213,29.165976889291304,6040791
191,2008-07-14,27.529272079467773,28.511293327384653,26.84186009181449,26.84186009181449,5942149
192,2008-07-15,26.383581161499023,27.13646280172901,26.18717870312212,26.841858004206617,3693378
193,2008-07-16,25.6634464263916,26.8418706097225,25.221536802663735,26.383593551798207,6973872
194,2008-07-17,26.972793579101562,27.169198261780746,26.187179288213095,26.187179288213095,5038238
195,2008-07-18,28.478557586669922,28.707694908765813,26.661821997348618,27.46380373464132,5983177
196,2008-07-21,30.08253288269043,30.262570200340964,28.49493410874695,28.969576331705703,8754188
197,2008-07-22,31.3100528717041,31.58829030763835,29.82065667022978,30.082528895749647,12631056
198,2008-07-23,33.51959228515625,34.174271665887986,32.11203117260016,32.70124305924159,12798869
199,2008-07-24,32.341163635253906,34.14153166079449,30.32802573102413,30.32802573102413,10764301
200,2008-07-25,32.40663146972656,33.45412010820275,31.1791078026817,31.997456914044943,10710381
201,2008-07-28,32.1447639465332,33.04494803670492,31.784689422498833,32.40663390592452,5533881
202,2008-07-29,30.85176658630371,31.915620376874813,30.60626186540269,31.424610935072767,5145929
203,2008-07-30,32.1447639465332,32.40663390592452,31.130010084192126,31.130010084192126,7354746
204,2008-07-31,31.01544761657715,32.701248641694214,30.606272933769326,32.701248641694214,6006517
205,2008-08-01,31.915620803833008,32.04655798868022,29.460573561979842,30.52442736678288,4699412
206,2008-08-04,32.11203384399414,32.701245779652,31.277317120138388,31.277317120138388,4301346
207,2008-08-05,33.552330017089844,33.797834805900315,31.915629205105464,32.242968923519435,9161115
208,2008-08-06,32.70124816894531,34.74712155340805,32.472110793868424,34.74712155340805,8616591
209,2008-08-07,32.61941146850586,33.3559258470591,31.604657436755566,31.604657436755566,4809365
210,2008-08-08,32.06292724609375,32.864908946935124,31.94835748029609,32.242962278184244,4883824
211,2008-08-11,32.35753631591797,32.83217842847433,32.11203154529423,32.472106096841465,2714705
212,2008-08-12,31.801057815551758,32.7339767889318,31.5555530562322,32.570304729471154,5801276
213,2008-08-13,31.93199920654297,32.24297152009642,31.179117349577183,31.424622158158545,2754609
214,2008-08-14,31.162750244140625,32.0792996978697,31.09728052323319,31.751959972990864,2566362
215,2008-08-18,30.802682876586914,31.75196741320896,30.508077943129063,31.09728781004476,2963058
216,2008-08-19,30.229825973510742,30.93360537374728,29.60787927059281,30.753570331766447,2941144
217,2008-08-20,30.573535919189453,30.81904069376786,30.360763782606185,30.442598707465656,3319410
218,2008-08-21,30.24620246887207,30.75357955181204,29.886127837130186,30.44260499716457,4138486
219,2008-08-22,29.935226440429688,31.293687738834244,29.16597935763857,31.293687738834244,4139879
220,2008-08-25,30.262571334838867,30.671746063059015,30.049799144215406,30.671746063059015,2034227
221,2008-08-26,30.31167221069336,30.409874592029443,29.755195009675614,29.95159755243274,1489491
222,2008-08-27,29.706079483032227,30.68809841933934,29.542409660314377,30.47532853777175,4297168
223,2008-08-28,29.264179229736328,30.11526117764121,28.887737216313866,29.787921454620584,7382078
224,2008-08-29,30.475332260131836,30.589902037993888,29.65698304658664,29.78791803278814,2219080
225,2008-09-01,30.45884895324707,30.590775904134432,29.848681772745117,30.409374669115007,3417069
226,2008-09-02,32.058467864990234,32.190394786616025,30.409367924276378,30.673224004259872,5030404
227,2008-09-04,31.382341384887695,31.959525655325326,31.11848527105548,31.69566954149311,2813325
228,2008-09-05,30.689714431762695,31.036025385696185,30.343403477829202,31.003042537995153,3330688
229,2008-09-08,32.30582809448242,33.60861465479168,31.99249778426858,32.32231727987759,8377948
230,2008-09-09,32.4212646484375,32.685120700999676,31.679170758767953,32.30582916319457,3737279
231,2008-09-10,32.14093017578125,32.685131649130625,31.827599750249714,32.25636569969017,3847698
232,2008-09-11,31.28339385986328,31.992505041587876,31.03602918204324,31.992505041587876,2567354
233,2008-09-12,31.596717834472656,32.454249499102964,31.085497120432738,31.497771529056575,6093354
234,2008-09-15,29.6013126373291,30.92059089591998,28.71080026012667,30.4423529745272,6770268
235,2008-09-16,30.178495407104492,30.442351493330964,28.034668341203883,28.446942776954,4654621
236,2008-09-17,29.403417587280273,30.607257913035347,29.02412380592208,30.607257913035347,4674190
237,2008-09-18,29.337453842163086,29.914638027253577,27.22660971709632,29.024125731888905,6603710
238,2008-09-19,31.118486404418945,31.283396201978718,29.683770270956007,30.030081293177986,9821730
239,2008-09-22,30.44234848022461,33.31178005842195,30.194983843258065,31.99249975786862,4162514
240,2008-09-23,30.07955551147461,30.755686177677223,29.518862606598944,30.07955551147461,6569683
241,2008-09-24,30.772167205810547,31.101986713294675,29.782708683358162,30.17849164499278,5730103
242,2008-09-25,29.81570053100586,30.986560583436745,29.10658703377447,30.854631398570916,10926783
243,2008-09-26,29.337453842163086,29.980603723506555,28.826235353325572,29.980603723506555,4967945
244,2008-09-29,28.249059677124023,30.17850319212581,27.704855939508743,30.17850319212581,7859964
245,2008-09-30,28.298524856567383,29.35394698074639,26.71539055193287,26.71539055193287,6616439
246,2008-10-01,29.23851776123047,29.518863099987872,28.084146838863727,28.66133341841334,3743739
247,2008-10-03,29.650789260864258,30.013589468652395,28.859220901019487,29.386933140916003,4681406
248,2008-10-06,29.040616989135742,29.68376463005295,28.446941383392225,29.320964486404918,5560277
249,2008-10-07,29.997095108032227,30.640245036484437,29.02412785781636,29.02412785781636,9928258
250,2008-10-08,29.766223907470703,30.013588593320627,27.737832141462018,28.991149233846922,9985473
251,2008-10-10,29.58481216430664,30.260942512410896,27.39151362483308,29.650777846448626,9025179
252,2008-10-13,30.178495407104492,30.40936864377817,29.535347734680705,29.733240358533546,6805621
253,2008-10-14,29.452896118164062,31.299886690118733,29.22202285585278,30.34340855092598,5099383
254,2008-10-15,29.20552635192871,29.83218256022113,28.8921982477825,29.28798123390044,5495022
255,2008-10-16,28.084142684936523,28.793256114694902,27.539941279751936,28.793256114694902,6651066
256,2008-10-17,25.973299026489258,28.85922039496622,25.59400516173582,28.661329986024267,5586092
257,2008-10-20,26.2701358795166,27.30906891900277,25.445586913288953,26.072245469661297,7922965
258,2008-10-21,26.484512329101562,27.86975374627024,25.72592705118751,26.53398435814161,8047276
259,2008-10-22,25.033313751220703,26.418555640238004,24.785949048298605,26.220665219939725,5408099
260,2008-10-23,23.812978744506836,24.63752765315147,23.45017633001037,24.406654406077383,6641370
261,2008-10-24,20.72916603088379,23.417194720935885,20.448818492383158,23.087375139985582,9905588
262,2008-10-27,19.129539489746094,20.448817766731054,17.150622074268657,20.34987144861076,12878172
263,2008-10-29,21.652652740478516,23.021402565339006,19.789171503144672,21.768088206112882,13094201
264,2008-10-31,23.037900924682617,23.747014298884018,21.900023925071043,22.79053626230045,8097887
265,2008-11-03,23.747018814086914,24.3736751832466,22.922467545969457,24.34069232729824,4951148
266,2008-11-04,24.78594398498535,24.983836601590138,23.301756070645084,23.417191566387974,4515828
267,2008-11-05,23.87894058227539,25.989786986570664,23.417191882867716,25.989786986570664,6145587
268,2008-11-06,23.087371826171875,24.65401684755179,22.60913394978358,23.41719135978199,4896229
269,2008-11-07,24.884891510009766,25.626985503463846,22.757553606055804,22.922463382378933,8250147
270,2008-11-10,25.44559097290039,26.022775341344232,24.8848980337586,25.659972843629355,3775177
271,2008-11-11,25.14874267578125,26.20416459026939,24.571558571653032,25.561017035872833,8900004
272,2008-11-12,24.093320846557617,25.692946412569647,23.796484173376633,25.692946412569647,5705390
273,2008-11-14,24.0108642578125,25.066288435637478,23.71402760575648,23.878937353950185,4038880
274,2008-11-17,25.000328063964844,25.824879217027878,22.757554564198255,25.824879217027878,5361538
275,2008-11-18,23.648067474365234,24.93436279619843,23.18631877254753,24.93436279619843,6392448
276,2008-11-19,23.070886611938477,24.489111298042314,22.774047638531304,23.747017219622748,5606729
277,2008-11-20,22.823518753051758,23.25228237171914,21.850549306930702,23.087372599391088,5080395
278,2008-11-21,24.27472496032715,25.033310394928876,22.09791497177124,22.675099201204635,8350092
279,2008-11-24,24.884891510009766,25.280674525838876,23.648068187586297,25.00032701139676,5420119
280,2008-11-25,24.27472496032715,25.44558484452416,24.076834566560635,25.14874813550837,5453771
281,2008-11-26,24.81892967224121,25.198221287931766,23.829470949501886,24.53858213943888,5246053
282,2008-11-27,24.81892967224121,24.81892967224121,24.81892967224121,24.81892967224121,0
283,2008-11-28,24.423139572143555,24.90137964977245,23.450172467546142,24.076830876938764,8464961
284,2008-12-01,24.225257873535156,25.85786458034641,24.126311538057887,24.901388556441937,5733003
285,2008-12-02,24.0108642578125,24.274720302268747,23.25227896877515,24.043847102143886,5879324
286,2008-12-03,24.736469268798828,25.04979734719482,23.499646140868634,24.24174001762675,6430656
287,2008-12-04,25.9238224029541,26.055751567053342,21.933004890945178,21.933004890945178,4648185
288,2008-12-05,25.61050033569336,26.84732396030003,24.752968394606388,24.752968394606388,5338962
289,2008-12-08,25.67645835876465,26.51749869212326,24.57156416427806,26.303116870773763,11709287
290,2008-12-10,25.264188766479492,26.8803062789077,24.90138851924805,26.8803062789077,11172070
291,2008-12-11,24.983837127685547,25.709439675962624,24.58805188614175,25.709439675962624,9867592
292,2008-12-12,24.208763122558594,24.48911066181546,23.681050896921743,24.373672913478586,9847702
293,2008-12-15,24.60454559326172,25.148749232505054,24.40665519086316,25.033311486890128,5741641
294,2008-12-16,25.544532775878906,25.85786093004799,23.41719469199302,24.73647525089583,9183505
295,2008-12-17,25.51154327392578,26.22065652931193,24.835412862690276,26.22065652931193,8720755
296,2008-12-18,26.2701358795166,26.550483422726888,24.934366106881367,24.934366106881367,12640018
297,2008-12-19,27.539947509765625,27.869767160059848,26.23716033844997,27.04521803432429,10050607
298,2008-12-22,27.556440353393555,27.7873136730978,26.599961976429164,26.599961976429164,6524631
299,2008-12-23,26.9957332611084,27.820282066635343,26.797842889821005,27.375027053689866,5151765
300,2008-12-24,26.53398895263672,27.358537824289524,22.262824008089627,22.262824008089627,13318746
301,2008-12-26,26.58346176147461,27.985194883951042,25.890842031231358,27.985194883951042,5480531
302,2008-12-29,27.14415740966797,27.358539232640766,26.055752395711423,26.880301309810005,3418418
303,2008-12-30,27.094680786132812,27.53993805587548,26.088730750710706,27.078189361932736,4868199
304,2008-12-31,27.42450714111328,27.836781664949857,26.81434218787462,27.836781664949857,4396180
305,2009-01-02,27.820287704467773,28.282036471176173,27.2925777040282,28.282036471176173,3976548
306,2009-01-05,27.19363021850586,28.28203526322845,26.847319217448838,28.28203526322845,4505326
